query,location_canonical,kind,state,lat,lon,population,confidence
boston go card,Boston,city,MA,42.35843,-71.05977,653833,0.95
laughs boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
barco em boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
massage in east bridgewater,Bridgewater,city,NJ,40.60079,-74.64815,44464,0.95
inflatable park cape cod massachusetts,Massachusetts,state,MA,,,0,0.93
boston fan expo,Boston,city,MA,42.35843,-71.05977,653833,0.95
"usa vein removal in lynn, ma",Lynn,city,MA,42.46676,-70.94949,92457,0.95
legoland new york tickets for 4,York,city,PA,39.9626,-76.72774,43992,0.95
music concerts in massachusetts,Massachusetts,state,MA,,,0,0.93
quertaro mexico,Mexico,city,MO,39.16976,-91.88295,11660,0.95
comedy trolley tours boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
boston r trolley tour,Boston,city,MA,42.35843,-71.05977,653833,0.95
boxford mass,,,,,,0,0.0
"concert tickets near boston, ma",Boston,city,MA,42.35843,-71.05977,653833,0.95
resort with view new york,York,city,PA,39.9626,-76.72774,43992,0.95
inn at st. botolph,,,,,,0,0.0
couples massage in boston ma,Boston,city,MA,42.35843,-71.05977,653833,0.95
flight to nassau bahamas,,,,,,0,0.0
boston dinner cruis,Boston,city,MA,42.35843,-71.05977,653833,0.95
essex ma river cruise,Essex,city,MD,39.30927,-76.47496,39262,0.95
boston sunset boat tours,Boston,city,MA,42.35843,-71.05977,653833,0.95
sight seeing boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
mother's day restaurants brunch deals boston ma,Boston,city,MA,42.35843,-71.05977,653833,0.95
new hampshire natural health clinic,New Hampshire,state,NH,,,0,0.93
"21 drydock ave, suite 320w, boston",Boston,city,MA,42.35843,-71.05977,653833,0.95
concert tickets in new hampshire,New Hampshire,state,NH,,,0,0.93
oasis spa lexington,Lexington,city,KY,37.98869,-84.47772,320347,0.95
boston: city cruises whale watching cruis,Boston,city,MA,42.35843,-71.05977,653833,0.95
couple date boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
boston sushi,Boston,city,MA,42.35843,-71.05977,653833,0.95
balleria bahamas cruise,,,,,,0,0.0
lip filler boston ma,Boston,city,MA,42.35843,-71.05977,653833,0.95
dominican republic with air,Republic,city,MO,37.12005,-93.48019,16005,0.95
architure boat chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
montale paris arabians tonka,Paris,city,TN,36.302,-88.32671,10150,0.95
china mountain,,,,,,0,0.0
waterpark oklahoma,Oklahoma,state,OK,,,0,0.93
things tod o in boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
"storyland , new hampshire",New Hampshire,state,NH,,,0,0.93
fairfield  me,Fairfield,city,AL,33.48594,-86.91194,10907,0.95
boston racing,Boston,city,MA,42.35843,-71.05977,653833,0.95
eye exams in cambridge,Cambridge,city,MD,38.56317,-76.07883,12507,0.95
japanese head spa long island new york,York,city,PA,39.9626,-76.72774,43992,0.95
children's museum washington dc,District of Columbia,region,DC,,,0,0.93
boston marrot long wharf,Boston,city,MA,42.35843,-71.05977,653833,0.95
old town trolley tour in boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
charles river cruise boston ma,Boston,city,MA,42.35843,-71.05977,653833,0.95
cambridge side spa,Cambridge,city,MD,38.56317,-76.07883,12507,0.95
hotel toronto ontaro,,,,,,0,0.0
museo orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
hydravion canada,,,,,,0,0.0
naigra city cruises,,,,,,0,0.0
"belmont, ny",Belmont,city,NC,35.24292,-81.0373,10533,0.95
long beach star gazing tours,Long Beach,city,MS,30.35048,-89.15282,15555,0.95
mist of the maid  niagara,,,,,,0,0.0
zipline at niagara,,,,,,0,0.0
float pods calgary,,,,,,0,0.0
los angles california disneyland,California,city,MD,38.3004,-76.50745,11857,0.95
heritage park village,,,,,,0,0.0
heritage park entrance fee,,,,,,0,0.0
east china chinese food,,,,,,0,0.0
camden aqairum,Camden,city,AR,33.58456,-92.83433,11347,0.95
i paly america tickets,,,,,,0,0.0
"3-day new york/new jersey to corning museum, niaga",York,city,PA,39.9626,-76.72774,43992,0.95
brooklyn brewery,Brooklyn,city,NY,40.6501,-73.94958,2736074,0.95
niagara’s falls canada,,,,,,0,0.0
airport shuttle from 08831 to jfk,,,,,,0,0.0
edible arrangements in new jersey,New Jersey,state,NJ,,,0,0.93
washington spa,Washington,city,DC,38.89511,-77.03637,689545,0.95
atlantic city hotels harrashs resort,Atlantic City,city,NJ,39.36415,-74.42306,39260,0.95
atlantic city hotels with swimming pool,Atlantic City,city,NJ,39.36415,-74.42306,39260,0.95
kahauna,,,,,,0,0.0
doha inland sea,Seattle,city,WA,47.60621,-122.33207,780995,0.9
"facial near monroe,nj",Monroe,city,GA,33.79484,-83.71323,13641,0.95
"sea cave, la jolla",La Jolla,city,CA,32.84727,-117.2742,42808,0.95
1 harbour blvd camden,Camden,city,AR,33.58456,-92.83433,11347,0.95
cuba gold parfume,,,,,,0,0.0
"sesame place, philadelphia",Philadelphia,city,PA,39.95238,-75.16362,1573916,0.95
hotels in burlington county,Burlington,city,KY,39.02756,-84.72411,15926,0.95
90 minute4 massage,,,,,,0,0.0
"body sculpting, myrtle beach, sc",Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
admission to kalahari water park pennsylvania,Pennsylvania,state,PA,,,0,0.93
atlantic winds condominium,,,,,,0,0.0
"mount atlanticus, south carolina",South Carolina,state,SC,,,0,0.93
royal palms myrtle beach,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
pirate valley myrtle beach,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
kingdom family myrtle beach,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
kid activities myrtle beach,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
chicago drunk shakespear,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
"oak island, sc",Oakland,city,CA,37.80437,-122.2708,419267,0.9
4 star beachfront myrtle beach,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
ridley’s aquarium mrytle beach,,,,,,0,0.0
charleston: fort sumter entry ticket with roundtrip ferry,Sumter,city,SC,33.92044,-80.34147,40816,0.95
legoland florida admission - save up to 43%,Florida,state,FL,,,0,0.93
waccama river myrtle beach,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
houses for rent myrtle beach south carolina,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
myrtle beach south carolina  arcade,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
north myrtle beach wine,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
"hotels downtown charleston, sc",Charleston,city,IL,39.49615,-88.17615,21196,0.95
charleston: sightseeing harbor tour,Charleston,city,IL,39.49615,-88.17615,21196,0.95
crab legs myrtle beach,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
myrtle beach banana boat,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
disney world orlando park,Orlando,city,FL,28.53834,-81.37924,334854,0.95
statue liberty in jersey city,Jersey City,city,NJ,40.72816,-74.07764,264290,0.95
lake tenkiller oklahoma,Oklahoma,state,OK,,,0,0.93
winnsboro,,,,,,0,0.0
asia nails statesville rd charlotte nc,Charlotte,city,NC,35.22709,-80.84313,911311,0.95
eyelash estensions in south carolina,South Carolina,state,SC,,,0,0.93
comfort suites in kansas city kansas,Kansas City,city,KS,39.11417,-94.62746,152933,0.95
spa package in charlotte nc,Charlotte,city,NC,35.22709,-80.84313,911311,0.95
i  london,London,city,OH,39.88645,-83.44825,10060,0.95
tour of charlotte,Charlotte,city,NC,35.22709,-80.84313,911311,0.95
pittsburgh architectural tour,Pittsburgh,city,PA,40.44062,-79.99589,304391,0.95
kayak rentals belmont nc,Belmont,city,NC,35.24292,-81.0373,10533,0.95
integrative massage concepts of charlotte,Charlotte,city,NC,35.22709,-80.84313,911311,0.95
myrtle beach three bedroom,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
family fun in north carolina,North Carolina,state,NC,,,0,0.93
"myrtle beach,nc",Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
couples massages in charlotte,Charlotte,city,NC,35.22709,-80.84313,911311,0.95
"hotels in charlotte, nc with continental breakfast",Charlotte,city,NC,35.22709,-80.84313,911311,0.95
water lateen festival north carolina,North Carolina,state,NC,,,0,0.93
real esate south carolina,South Carolina,state,SC,,,0,0.93
riley’s aquarium carolina south,,,,,,0,0.0
hotels near myrtle beach sc,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
"hotel for cleveland, nc",Cleveland,city,MS,33.744,-90.72482,12327,0.95
charlotte bowling,Charlotte,city,NC,35.22709,-80.84313,911311,0.95
london heathrow lounge,London,city,OH,39.88645,-83.44825,10060,0.95
family kingdom at myrtle beach,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
texas roadhouse  hickory nc,Hickory,city,NC,35.73319,-81.3412,40374,0.95
myrtle beach 29572,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
boat rentals houston,Houston,city,TX,29.76328,-95.36327,2314157,0.95
wild things rydables of charlotte,Charlotte,city,NC,35.22709,-80.84313,911311,0.95
north carolina zoon,North Carolina,state,NC,,,0,0.93
mani\pedi,,,,,,0,0.0
harmony north carolina,North Carolina,state,NC,,,0,0.93
cosco calhoun georgia,Calhoun,city,GA,34.50259,-84.95105,16309,0.95
chicago west loop hotels,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
sabai thai british columbia canada,Columbia,city,IL,38.44366,-90.20122,10191,0.95
"the escape game, chicago",Chicago,city,IL,41.85003,-87.65005,2664452,0.95
disney world orlando flordia,Orlando,city,FL,28.53834,-81.37924,334854,0.95
fishing in naples florids,Naples,city,FL,26.14234,-81.79596,21512,0.95
water parks indoor saint louis missouri,Missouri,state,MO,,,0,0.93
orlando things to fo,Orlando,city,FL,28.53834,-81.37924,334854,0.95
chicago gamespace,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
sun and moon yoga,Anderson,city,SC,34.50344,-82.65013,27335,0.9
chicago laser lipo,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
nukubati,,,,,,0,0.0
pizerria,,,,,,0,0.0
schaumburg boomers baseball,Schaumburg,city,IL,42.03336,-88.08341,74693,0.95
car detailing in chicago 60619,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
tanning  salons in milwaukee,Milwaukee,city,WI,43.0389,-87.90647,563531,0.95
lyfe jennings chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
kart bahn berlin,North Canton,city,OH,40.87589,-81.40234,17441,0.9
frankie beverly untied center,Beverly,city,MA,42.55843,-70.88005,41186,0.95
romantic date ideas chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
medi spa naples florida,Florida,state,FL,,,0,0.93
"merrillville, indiana",Merrillville,city,IN,41.48281,-87.33281,35224,0.95
soho house chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
"jacksonville, al",Jacksonville,city,AL,33.81382,-85.7613,12222,0.95
ninja kids indiana,Indiana,city,PA,40.62146,-79.15253,14100,0.95
chicago so,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
south and north carolina,North Carolina,state,NC,,,0,0.93
university of illinois in chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
boat trip chicago ill,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
london park zoo,London,city,OH,39.88645,-83.44825,10060,0.95
the flamingo hotel las vegas,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
death becomes her chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
chicago c2,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
alcatraz-tic,,,,,,0,0.0
"atlantic highlands, nj",Highland,city,CA,34.12834,-117.20865,54854,0.9
game truck chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
bauno,,,,,,0,0.0
san jaun actvio,San Diego,city,CA,32.71571,-117.16472,1404452,0.9
las vegas day time pub crawl,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
food pakistan,,,,,,0,0.0
spenga mokena,Mokena,city,IL,41.52614,-87.88922,19923,0.95
drunken shakespeare chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
paris feel tower entry,Paris,city,TN,36.302,-88.32671,10150,0.95
rokstars chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
"las vegas, ferris",Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
las palmas westmont,Westmont,city,IL,41.79586,-87.97562,24941,0.95
"sofia, bulgaria",,,,,,0,0.0
german festivals  in san antonio,San Antonio,city,TX,29.42412,-98.49363,1526656,0.95
matakana,,,,,,0,0.0
parking at chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
chicago articulate river boat,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
rafi lounge,,,,,,0,0.0
zazas chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
independence hall philadelphia,Philadelphia,city,PA,39.95238,-75.16362,1573916,0.95
chitwan,,,,,,0,0.0
rooftop restaurants downtown chicago il,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
chicago 105f,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
"cognac, france",,,,,,0,0.0
chicago play pen,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
panama city dl,Panama City,city,FL,30.15946,-85.65983,38286,0.95
casino in orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
milwaukee theater,Milwaukee,city,WI,43.0389,-87.90647,563531,0.95
london se129ed,London,city,OH,39.88645,-83.44825,10060,0.95
"diggerland, new jersey",New Jersey,state,NJ,,,0,0.93
whales watching boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
chicago rooftop movie theater,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
booze cruise lake michigan,Michigan,state,MI,,,0,0.93
mydle beach,,,,,,0,0.0
las vegas dunes tour by atv,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
hifu chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
amazing lash studio in naperville,Naperville,city,IL,41.78586,-88.14729,147100,0.95
chicago architecture center - chicago's first lady,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
hotels with pool in wisconsin or chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
great wolf in california,California,city,MD,38.3004,-76.50745,11857,0.95
sky zone canonsburg,Sandusky,city,OH,41.44894,-82.70796,25212,0.9
holiday inn in london,Holiday,city,FL,28.18779,-82.73955,22403,0.95
pedicure countryside illinois,Countryside,city,VA,39.04094,-77.4136,10072,0.95
south fork colorado,Colorado,state,CO,,,0,0.93
spasoak chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
water park in chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
rope swing utah,Utah,state,UT,,,0,0.93
attractions in chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
planetorium chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
little beakers utah,Utah,state,UT,,,0,0.93
"skydeck, chicago",Chicago,city,IL,41.85003,-87.65005,2664452,0.95
zabiha chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
groups spa packages chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
chicago labor day weekend,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
kimpton massage,,,,,,0,0.0
navy pier fly over chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
satay inn food hong kong,,,,,,0,0.0
titanique show in chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
angers france,,,,,,0,0.0
hotel in skokie illinois,Skokie,city,IL,42.03336,-87.73339,64821,0.95
balloon or cookie delivery lemont illinois,Lemont,city,IL,41.67364,-88.00173,16788,0.95
chicago gourmet dinner cruise on lake michigan,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
certipur mattress,,,,,,0,0.0
chicago 360 tilt ride,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
chicago winery tour,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
c2e5,,,,,,0,0.0
hotels  new  mokena illinois,Mokena,city,IL,41.52614,-87.88922,19923,0.95
altitude trampoline park skokie,Skokie,city,IL,42.03336,-87.73339,64821,0.95
chicago tea festival,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
miami  transportation  port,Miami,city,FL,25.77427,-80.19366,487014,0.95
family food in chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
seven squares paris,Paris,city,TN,36.302,-88.32671,10150,0.95
arlington bar and steakhouse,Arlington,city,TN,35.2962,-89.66147,11625,0.95
kalahari resort and wisconsin,Wisconsin,state,WI,,,0,0.93
couples getaway in chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
chicago spine care,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
the parking spot chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
"bowling indiana hammond, indiana",Hammond,city,LA,30.50463,-90.46293,20480,0.95
crystal river kajak florida,Crystal,city,MN,45.03274,-93.36023,22943,0.95
klairmont museum,,,,,,0,0.0
get away near chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
chicago river architecture walking tour,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
attraction in orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
carriage rides downtown chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
milwaukee brewers parking,Milwaukee,city,WI,43.0389,-87.90647,563531,0.95
streeterville spas,,,,,,0,0.0
birthday party package near oswego illinois,Oswego,city,IL,41.68281,-88.35146,33955,0.95
fishing on lake michigan,Michigan,state,MI,,,0,0.93
barre classes chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
los angeles manacure,Los Angeles,city,CA,34.05223,-118.24368,3820914,0.95
demotte indiana,Indiana,city,PA,40.62146,-79.15253,14100,0.95
heavely massage in tinley park,Tinley Park,city,IL,41.57337,-87.78449,57143,0.95
dinner cruise in chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
west rin grand canyon,Canyon,city,TX,34.98033,-101.9188,14887,0.95
"""roggenart chicago",Chicago,city,IL,41.85003,-87.65005,2664452,0.95
chicago massages downtown,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
lake geneva hitels,Geneva,city,IL,41.88753,-88.30535,21806,0.95
play pen chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
nuggmd illinois,Illinois,state,IL,,,0,0.93
new jersey  alantic city,New Jersey,state,NJ,,,0,0.93
waterpark hirnee,,,,,,0,0.0
facials near deerfield illinois,Deerfield,city,IL,42.17114,-87.84451,19019,0.95
chicago boat tide,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
chicago spa hotels,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
north carolina boat rentals,North Carolina,state,NC,,,0,0.93
warsaw in polish food,Warsaw,city,IN,41.2381,-85.85305,14472,0.95
fort fun abenteuerland,,,,,,0,0.0
hotel downtown chicago for tonight,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
orland park brows,Orland Park,city,IL,41.63031,-87.85394,58619,0.95
anki cosmo carry case,,,,,,0,0.0
things to do in chicago for my 45th birthday,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
"chicago, lake shore drive",Chicago,city,IL,41.85003,-87.65005,2664452,0.95
deals in pasadena,Pasadena,city,MD,39.119,-76.57108,24287,0.95
boats in lake michigan,Michigan,state,MI,,,0,0.93
the dinner detective chicago murder mystery dinner,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
stockholm pass,,,,,,0,0.0
othello in new york,York,city,PA,39.9626,-76.72774,43992,0.95
